cpd:C00001	H2O; Water
cpd:C04022	DMPT; DMSP; Dimethylpropiothetin; S,S-Dimethyl-beta-propiothetin; S-Dimethylsulfonium propionic acid
cpd:C04024	Flavosativaside; 2''-O-Glucosylvitexin; Vitexin 2''-O-beta-D-glucoside
cpd:C04037	D-Galacturonate 1-phosphate; 1-Phospho-alpha-D-galacturonate
cpd:C04039	2,3-Dihydroxy-isovalerate; 2,3-Dihydroxy-isovaleric acid; 2,3-Dihydroxy-3-methylbutanoate
cpd:C04042	20alpha-Hydroxyprogesterone; (S)-20-Hydroxypregn-4-en-3-one; 20alpha-Hydroxy-4-pregnen-3-one; 20alpha-Hydroxypregn-4-en-3-one
cpd:C04043	Protocatechuatealdehyde; 3,4-Dihydroxyphenylacetaldehyde
cpd:C04044	2,3-Dihydroxyphenylpropanoate; 3-(2,3-Dihydroxyphenyl)propanoate
cpd:C04045	3,4-Dihydroxyphenylpyruvate; 3-(3,4-Dihydroxyphenyl)pyruvate
cpd:C04046	Glcbeta1->3acyl2Gro; Monoglucosyldiglyceride; Monoglucosyl-diacylglycerol; 3-D-Glucosyl-1,2-diacylglycerol; 1,2-Diacyl-3-beta-D-glucosyl-sn-glycerol
cpd:C04051	5-Amino-4-imidazolecarboxyamide
cpd:C04052	5-Carboxy-2-oxohept-3-enedioate; 5-Oxopent-3-ene-1,2,5-tricarboxylate
cpd:C04053	5-Dehydro-4-deoxy-D-glucuronate; 4-Deoxy-L-threo-5-hexosulose uronate
cpd:C04056	(9Z,11E)-Octadecadienoic acid; 9-cis,11-trans-Octadecadienoate
cpd:C04062	Inositol 1,3-bisphosphate; myo-Inositol 1,3-bisphosphate; D-myo-Inositol 1,3-bisphosphate; 1D-myo-Inositol 1,3-bisphosphate
cpd:C04063	Inositol 3,4-bisphosphate; D-myo-Inositol 3,4-bisphosphate; 1D-myo-Inositol 3,4-bisphosphate
cpd:C04076	Allysine; L-Allysine; (S)-2-Amino-6-oxohexanoate; 2-Aminoadipate 6-semialdehyde; L-2-Aminoadipate 6-semialdehyde
cpd:C04079	N-Pantothenoylcysteine; D-Pantothenoyl-L-cysteine; N-((R)-Pantothenoyl)-L-cysteine
cpd:C04083	N6-Dimethylallyladenine; N6-(3-Methylbut-2-enyl)adenine; N6-(delta2-Isopentenyl)-adenine; 6-(gamma,gamma-Dimethylallylamino)purine
cpd:C04088	Stearoyl-[acyl-carrier protein]; Octadecanoyl-[acyl-carrier protein]
cpd:C04089	UDP-4-oxo-6-deoxy-D-glucose; UDP-4-keto-6-deoxy-D-glucose; UDP-4-dehydro-6-deoxy-D-glucose
cpd:C04091	cis-Benzeneglycol; cis-1,2-Dihydrobenzene-1,2-diol; cis-Cyclohexa-3,5-diene-1,2-diol
cpd:C04092	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
cpd:C04106	2-(Hydroxymethyl)-4-oxobutanoate; 2-Hydroxymethyl succinate semialdehyde; alpha-Hydroxymethyl succinate semialdehyde
cpd:C04112	3-Methyl-cis,cis-muconate; 3-Methyl-cis,cis-hexadienedioate
cpd:C04114	Crotonobetaine; Crotono-betaine; (E)-4-(Trimethylammonio)but-2-enoate
cpd:C04115	4-Carboxy-4-hydroxy-2-oxoadipate; 4-Hydroxy-4-carboxymethyl-2-oxoglutarate; 2-Hydroxy-4-oxobutane-1,2,4-tricarboxylate
cpd:C04118	Isocorypalmine; (S)-Tetrahydrocolumbamine; 5,8,13,13a-Tetrahydrocolumbamine; (13aS)-5,8,13,13a-Tetrahydro-3,9,10-trimethoxy-6H-dibenzo[a,g]quinolizin-2-ol
cpd:C04121	CMP-KDO; CMP-3-deoxy-D-manno-octulosonate
cpd:C04122	D-1-Aminopropan-2-ol O-phosphate; (R)-1-Aminopropan-2-yl phosphate
cpd:C04133	N-Acetyl-L-glutamyl 5-phosphate; N-Acetyl-L-glutamate 5-phosphate
cpd:C04137	Octopine; D-Octopine; D-(+)-Octopine; N2-(1-Carboxyethyl)-L-arginine; N2-(D-1-Carboxyethyl)-L-arginine; Arginine, N2-(1-carboxyethyl)-, L-; L-Arginine, N2-[(1R)-1-carboxyethyl]-; L-Arginine, N2-(1-carboxyethyl)-, (R)-
cpd:C04145	Solanesyl diphosphate; Solanesyl pyrophosphate; all-trans-Nonaprenyl diphosphate
cpd:C04146	Farnesylfarnesylgeraniol; all-trans-Octaprenyl diphosphate
cpd:C04148	Phenylacetylglutamine; N2-(2-Phenylacetyl)-L-glutamine; alpha-N-Phenylacetyl-L-glutamine
cpd:C04170	(+)-13alpha-Tigloyloxylupanine; 13-(2-Methylcrotonoyl)oxylupanine; 13-(2-Methylcrotonoyl)oxylupinine
cpd:C04171	(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate; (2S,3S)-2,3-Dihydroxy-2,3-dihydroxybenzoate
cpd:C04178	Bromoxynil; 3,5-Dibromo-4-hydroxybenzonitrile
cpd:C04181	2-Oxo-3-hydroxyisovalerate; 3-Hydroxy-3-methyl-2-oxobutanoate; 3-Hydroxy-3-methyl-2-oxobutanoic acid
cpd:C04185	DHICA; 5,6-Dihydroxyindole-2-carboxylate
cpd:C04186	5-Carboxymethyl-2-hydroxymuconate
cpd:C04188	S-Methyl-5-thio-D-ribose 1-phosphate; S-Methyl-5-thio-alpha-D-ribose 1-phosphate; S-Methyl-5-thio-5-deoxy-D-ribose 1-phosphate
cpd:C04199	Isovitexin 2''-O-beta-D-glucoside
cpd:C04216	all-trans-Heptaprenyl diphosphate
cpd:C04225	cis-2-Methylaconitate; (Z)-But-2-ene-1,2,3-tricarboxylate
cpd:C04226	6-Oxo-1,4,5,6-tetrahydronicotinate; 1,4,5,6-Tetrahydro-6-oxonicotinate; 1,4,5,6-Tetrahydro-6-oxonicotinic acid
cpd:C04227	Octopamine; p-Hydroxyphenylethanolamine; 1-(4-Hydroxyphenyl)-2-aminoethanol
cpd:C04230	2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine; alpha-Acylglycerophosphocholine; 1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine
cpd:C04233	1-Lysolecithin; 3-Lysolecithin; 1-Lysophosphatidylcholine; 2-Acylglycero-3-phosphocholine; 2-Acyl-sn-glycero-3-phosphocholine
cpd:C04236	(2S)-2-Isopropyl-3-oxosuccinate; 3-Carboxy-4-methyl-2-oxopentanoate; 2-Oxo-4-methyl-3-carboxypentanoate
cpd:C04242	5-Fluorodeoxyuridine monophosphate
cpd:C04244	6-Lactoyl-5,6,7,8-tetrahydropterin
cpd:C04246	But-2-enoyl-[acyl-carrier protein]
cpd:C04257	N-Acetylmannosamine 6-phosphate; N-Acetyl-D-mannosamine 6-phosphate
cpd:C04260	O-D-Alanyl-poly(ribitol phosphate)
cpd:C04268	dTDP-viosamine; dTDP-4-amino-4,6-dideoxy-D-glucose; dTDP-4-amino-4,6-dideoxy-alpha-D-glucose
cpd:C04271	3,9-Dihydroxypterocarpan; (6aR,11aR)-3,9-Dihydroxypterocarpan
cpd:C04272	(R)-2,3-Dihydroxy-isovalerate; (R)-2,3-Dihydroxy-isovaleric acid; (R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoate
cpd:C04280	Amidino-scyllo-inosamine; 1-Guanidino-1-deoxy-scyllo-inositol
cpd:C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate
cpd:C04282	1-Pyrroline-4-hydroxy-2-carboxylate
cpd:C04287	D-2,3-Diketo-4-deoxy-epi-inositol; 3,5/4-Trihydroxycyclohexa-1,2-dione; 3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione; (3R,4S,5R)-3,4,5-Trihydroxy-1,2-cyclohexanedione
cpd:C04293	Chrysoeriol; 3'-O-Methylluteolin; 5,7,4'-Trihydroxy-3'-methoxyflavone
cpd:C04294	5-(2-Hydroxyethyl)-4-methylthiazole; 4-Methyl-5-(2-hydroxyethyl)-thiazole; 4-Methyl-5-(2'-hydroxyethyl)-thiazole
cpd:C04295	Androstenediol; Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene
cpd:C04297	CDP-4-dehydro-3,6-dideoxy-D-glucose; CDP-3,6-dideoxy-D-erythro-hexos-4-ulose; CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose
cpd:C04302	N-(5-Phospho-D-ribosyl)anthranilate; N-(5-Phosphoribosyl)anthranilic acid; N-(5-Phospho-beta-D-ribosyl)anthranilate
cpd:C04308	Phosphatidyl-N-dimethylethanolamine
cpd:C04314	cis-1,2-Dihydronaphthalene-1,2-diol; (1R,2S)-1,2-Dihydronaphthalene-1,2-diol
cpd:C04315	Galbeta1->3acyl1Gro; Gal-beta1->3acyl1Gro; Monogalactosyl-monoacylglycerol; Mono-beta-D-galactosylacylglycerol; 2-Acyl-3-O-(beta-D-galactosyl)-sn-glycerol
cpd:C04317	1-Alkyl-sn-glycero-3-phosphocholine; 1-Radyl-2-lyso-sn-glycero-3-phosphocholine; 1-Alkyl-2-lyso-sn-glycero-3-phosphocholine; 1-Organyl-2-lyso-sn-glycero-3-phosphocholine
cpd:C04324	4-Carboxy-2-hydroxy-cis,cis-muconate; 2-Hydroxy-4-carboxyhexa-2,4-dienedioate; 4-Carboxy-2-hydroxyhexa-2,4-cis,cis-dienedioate; (1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate
cpd:C04327	4-Methyl-5-(2-phosphoethyl)thiazole; 4-Methyl-5-(2-phosphono-oxyethyl)thiazole
cpd:C04330	5,10-Methenyltetrahydromethanopterin; N5,N10-Methenyltetrahydromethanopterin; 5,10-Methenyl-5,6,7,8-tetrahydromethanopterin
cpd:C04332	6,7-Dimethyl-8-(D-ribityl)lumazine
cpd:C04348	Malyl-CoA; L-Malyl-CoA; (S)-Malyl-CoA; (3S)-3-Carboxy-3-hydroxypropanoyl-CoA; (3S)-3-Carboxy-3-hydroxypropionyl-CoA
cpd:C04349	2,5-Diketo-3-deoxy-D-gluconate; (4S)-4,6-Dihydroxy-2,5-dioxohexanoate; 3-Deoxy-D-glycero-2,5-hexodiulosonate
cpd:C04350	(E)-4-Hydroxyphenylacetaldehyde-oxime
cpd:C04351	(R)-2-Methylimino-1-phenylpropan-1-ol
cpd:C04352	(R)-4'-Phosphopantothenoyl-L-cysteine; N-[(R)-4'-Phosphopantothenoyl]-L-cysteine
cpd:C04353	(Z)-4-Hydroxyphenylacetaldehyde oxime; (Z)-[4-Hydroxyphenylacetaldehyde oxime]
cpd:C04361	1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol; 2-Acetyl-1-O-alkyl-3-acyl-sn-glycerol
cpd:C04366	3-(2-Carboxyethenyl)-cis,cis-muconate
cpd:C04368	beta-Tyrosine; 3-Amino-3-(4-hydroxyphenyl)propanoate
cpd:C04373	Etiocholanolone; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one; 3alpha-Hydroxy-5beta-androstan-17-one
cpd:C04376	N-Formyl-GAR; N-Formylglycinamide ribonucleotide; 5'-Phosphoribosyl-N-formylglycinamide; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
cpd:C04377	5,10-Methylenetetrahydromethanopterin; N5,N10-Methylenetetrahydromethanopterin
cpd:C04390	N6-Acetyl-L-2,6-diaminopimelate; N6-Acetyl-LL-2,6-diaminopimelate; N2-Acetyl-LL-2,6-diaminopimelate; N6-Acetyl-L-2,6-diaminoheptanedioate; N-Acetyl-LL-2,6-diaminoheptanedioate; N6-Acetyl-LL-2,6-diaminoheptanedioate; N2-Acetyl-LL-2,6-diaminoheptanedioate
cpd:C04392	XppppX; P1,P4-Bis(5'-xanthosyl) tetraphosphate
cpd:C04405	(S)-3-Hydroxy-2-methylbutyryl-CoA; (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA
cpd:C04409	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate
cpd:C04411	3-Isopropylmalate; (2R,3S)-3-Isopropylmalate; 3-Carboxy-2-hydroxy-4-methylpentanoate; 2-D-threo-Hydroxy-3-carboxy-isocaproate
cpd:C04419	Carboxybiotin-carboxyl-carrier protein
cpd:C04421	N-Succinyl-L-2,6-diaminopimelate; N-Succinyl-LL-2,6-diaminopimelate; N-Succinyl-L-2,6-diaminoheptanedioate; N-Succinyl-LL-2,6-diaminoheptanedioate
cpd:C04431	4-Carboxymethylenebut-2-en-4-olide; cis-4-Carboxymethylenebut-2-en-4-olide
cpd:C04432	N6-Dimethylallyladenine in tRNA; tRNA containing 6-isopentenyladenosine
cpd:C04433	(6E)-8-Hydroxylinalool; (E)-3,7-Dimethylocta-1,6-diene-3,8-diol
cpd:C04434	4-Oxalomesaconate; 4-Oxalmesaconic acid; (1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate
cpd:C04435	(Z)-2-Methyl-5-isopropylhexa-2,5-dienal; cis-2-Methyl-5-isopropylhexa-2,5-dienal
cpd:C04437	1-(5-Phosphoribosyl)imidazole-4-acetate
cpd:C04438	L-2-Lysophosphatidylethanolamine; 1-Acyl-sn-glycero-3-phosphoethanolamine
cpd:C04442	2-Keto-3-deoxy-6-phosphogluconate; 2-Dehydro-3-deoxy-6-phospho-D-gluconate; 6-Phospho-2-dehydro-3-deoxy-D-gluconate; 2-Dehydro-3-deoxy-D-gluconate 6-phosphate
cpd:C04443	3-O-Methylquercetin; 3',4',5,7-Tetrahydroxy-3-methoxyflavone; 3-Methoxy-5,7,3',4'-tetrahydroxyflavone
cpd:C04444	3,7,4'-Tri-O-methylquercetin; 3',5-Dihydroxy-3,4',7-trimethoxyflavone
cpd:C04454	5-Amino-6-(5-phospho-D-ribitylamino)uracil; 5-Amino-6-(5'-phospho-D-ribitylamino)uracil; 5-Amino-2,6-dioxy-4-(5'-phospho-D-ribitylamino)pyrimidine
cpd:C04457	D-Alanyl-alanyl-poly(glycerolphosphate)
cpd:C04462	N-Succinyl-L-2-amino-6-oxopimelate; N-Succinyl-2-L-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxoheptanedioate; N-Succinyl-2-amino-6-oxo-L-pimelic acid; (S)-2-(Succinylamino)-6-oxoheptanedioate; N-Succinyl-epsilon-keto-L-aminopimelic acid
cpd:C04465	alpha,alpha'-Trehalose 6,6'-bismycolate
cpd:C04468	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol; cis-3,4-Dihydroxy-3,4-dihydrophenanthrene
cpd:C04475	1-Alkyl-2-acylglycerophosphoethanolamine; 1-Radyl-2-acyl-sn-glycero-3-phosphoethanolamine; 2-Acyl-1-alkyl-sn-glycero-3-phosphoethanolamine; 1-Organyl-2-acyl-sn-glycero-3-phosphoethanolamine; O-1-Alkyl-2-acyl-sn-glycero-3-phosphoethanolamine
cpd:C04477	Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; 1D-myo-Inositol 1,3,4,6-tetrakisphosphate
cpd:C04478	3-Deoxy-D-manno-octulosonate 8-phosphate; 2-Dehydro-3-deoxy-D-octonate 8-phosphate
cpd:C04479	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate; (2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate
cpd:C04480	3-Carboxy-2-hydroxymuconate semialdehyde
cpd:C04483	Deoxycholate; Deoxycholic acid; 3alpha,12alpha-Dihydroxy-5beta-cholanate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid
cpd:C04484	4-Carboxy-2-hydroxymuconate semialdehyde; 4-Carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde
cpd:C04487	Procollagen 5-(D-galactosyl)-L-lysine; 5-(D-Galactosyloxy)-L-lysine-procollagen; Procollagen 5-(D-galactosyloxy)-L-lysine; Procollagen beta-D-galactosyl-L-hydroxylysine
cpd:C04488	5-Methyl-H4MPT; 5-Methyl-THMPT; 5-Methyltetrahydromethanopterin; 5-Methyl-5,6,7,8-tetrahydromethanopterin
cpd:C04494	Guanosine 3'-diphosphate 5'-triphosphate; Guanosine 5'-triphosphate,3'-diphosphate
cpd:C04498	p-Coumaroylagmatine; N-(4-Guanidinobutyl)-4-hydroxycinnamide; N-(4-Guanidinobutyl)-4-hydroxycinnamamide
cpd:C04501	N-Acetyl-alpha-D-glucosamine 1-phosphate
cpd:C04506	Protein C-terminal S-farnesyl-L-cysteine
cpd:C04517	1-Alkenylglycerophosphocholine; 1-Alkenyl-sn-glycero-3-phosphocholine; 1-O-Alk-1-enyl-glycero-3-phosphocholine; 1-(1-Alkenyl)-sn-glycero-3-phosphocholine
cpd:C04518	17alpha,20alpha-Dihydroxypregn-4-en-3-one
cpd:C04520	Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; 1D-myo-Inositol 3,4,5,6-tetrakisphosphate
cpd:C04522	2-Chloro-2,5-dihydro-5-oxofuran-2-acetate; 5-Chloro-2,5-dihydro-2-oxofuran-5-acetate; 2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate
cpd:C04525	Fecosterol; 24-Methylene-5alpha-cholest-8-en-3beta-ol
cpd:C04536	Mg-Protoporphyrin IX 13-monomethyl ester; Magnesium protoporphyrin monomethyl ester; Magnesium protoporphyrin IX 13-methyl ester; Magnesium-protoporphyrin IX 13-monomethyl ester
cpd:C04546	(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate
cpd:C04549	1-Phosphatidyl-1D-myo-inositol 3-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3'-phosphate)
cpd:C04553	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 4-Carboxy-2,5-dihydro-2-oxofuran-5-acetate
cpd:C04554	3alpha,7alpha-Dihydroxy-5beta-cholestanate; 3alpha,7alpha-Dihydroxy-5beta-cholestanoate
cpd:C04555	DHEA sulfate; Dehydroepiandrosterone sulfate; 3beta-Hydroxyandrost-5-en-17-one 3-sulfate
cpd:C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine; 4-Amino-5-phosphomethyl-2-methylpyrimidine
cpd:C04558	3-Methylmuconolactone; 4-Carboxymethyl-3-methylbut-2-en-1,4-olide
cpd:C04559	4-Methylmuconolactone; 4-Carboxymethyl-4-methylbut-2-en-1,4-olide
cpd:C04563	Inositol 1,2,4,5,6-pentakisphosphate; myo-Inositol 1,2,4,5,6-pentakisphosphate; D-myo-Inositol 1,2,4,5,6-pentakisphosphate; 1D-myo-Inositol 1,2,4,5,6-pentakisphosphate
cpd:C04573	UDP-N-acetyl-D-glucosaminuronate; UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate; UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate
cpd:C04574	Bactoprenyl diphosphate; Undecaprenyl diphosphate; ditrans,octacis-Undecaprenyl diphosphate; di-trans,poly-cis-Undecaprenyl diphosphate
cpd:C04575	2,3-Diketo-L-gulonate; (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate
cpd:C04576	Pentagalloylglucose; Pentagalloyl-beta-D-glucose; 1,2,3,4,6-Pentakis-O-galloyl-beta-D-glucose
cpd:C04577	15-OxoETE; 15-Oxo-5,8,11-cis-13-trans-icosatetraenoate; 15-Oxo-5,8,11-cis-13-trans-eicosatetraenoate; (5Z,8Z,11Z,13E)-15-Oxoicosa-5,8,11,13-tetraenoic acid
cpd:C04578	16-Methoxy-2,3-dihydro-3-hydroxytabersonine
cpd:C04579	Inositol 1,2,3,5,6-pentakisphosphate; myo-Inositol 1,2,3,5,6-pentakisphosphate; 1D-myo-Inositol 1,2,3,5,6-pentakisphosphate; 1L-myo-Inositol 1,2,3,4,5-pentakisphosphate
cpd:C04582	S-Methyl-5-thio-D-ribulose 1-phosphate
cpd:C04590	3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate
cpd:C04592	Toluene-cis-dihydrodiol; (1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol
cpd:C04593	Methylisocitrate; Methylisocitric acid; (2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate
cpd:C04596	DDE; 1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene; 1,1-Dichloro-2,2-bis(4'-chlorophenyl)ethylene
cpd:C04598	PAF; Platelet-activating factor; 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine
cpd:C04599	MPTP; 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine
cpd:C04604	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate
cpd:C04608	Cosmetin; Apigetrin; Cosmosiin; Apigenin 7-O-glucoside; Apigenin 7-O-beta-D-glucoside; 7-O-beta-D-Glucosyl-5,7,4'-trihydroxyflavone; 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one
cpd:C04613	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose; UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose; UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hexos-4-ulose
cpd:C04618	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]; (3R)-3-Hydroxybutanoyl-[acyl-carrier protein]
cpd:C04619	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]; (3R)-3-Hydroxydecanoyl-[acyl-carrier protein]
cpd:C04620	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]; (3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
cpd:C04623	DDT; Clofenotane; Dichlorodiphenyltrichloroethane; 1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane; 1,1,1-Trichloro-2,2-bis-(4'-chlorophenyl)ethane
cpd:C04628	HTP; Coenzyme B; N-(7-Mercaptoheptanoyl)threonine O3-phosphate; N-(7-Mercaptoheptanoyl)threonine 3-O-phosphate
cpd:C04630	UDP-N-acetylbacillosamine; UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine; UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose
cpd:C04631	UDP-N-acetylglucosamine enolpyruvate; UDP-N-acetylglucosamine-3-O-pyruvateether; UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine
cpd:C04633	(R)-3-Hydroxypalmitoyl-[acyl-carrier protein]; (3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]; (R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]; (3R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]
cpd:C04635	1-Alkenylglycerophosphoethanolamine; 1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine
cpd:C04637	Phosphatidylinositol-4,5-bisphosphate; Phosphatidyl-myo-inositol 4,5-bisphosphate; 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate; 1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)
cpd:C04638	2,3-Digeranylgeranyl sn-glycerol 1-phosphate; 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate; 2,3-Bis-O-(geranylgeranyl)-sn-glycerol-1-phosphate
cpd:C04640	5'-Phosphoribosylformylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine
cpd:C04642	5-Carboxymethyl-2-hydroxymuconic semialdehyde; 2-Hydroxy-5-carboxymethylmuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconate semialdehyde
cpd:C04646	6-Thioinosine-5'-monophosphate; 9-(5-Phospho-1-ribofuranosyl)-6-mercaptopurine
cpd:C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine; UDP-2,3-bis(beta-hydroxymyristoyl)-D-glucosamine; UDP-2,3-bis(3-hydroxytetradecanoyl)-D-glucosamine; UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine
cpd:C04666	D-erythro-Imidazole-glycerol phosphate; D-erythro-Imidazole-glycerol 3-phosphate; D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
cpd:C04672	12,13(S)-EOT; 12,13(S)-EOTrE; (9Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid
cpd:C04673	Amidino-3-keto-scyllo-inosamine; 1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol
cpd:C04675	3-Hydroxy-3-isohexeneylglutaryl-CoA; 3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA
cpd:C04676	Testololactone; 3-Oxo-13,17-secoandrost-4-ene-17,13alpha-lactone
cpd:C04677	AICAR; 5-Aminoimidazole-4-carboxamide ribotide; 5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide; 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide; 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
cpd:C04688	HMA; beta-Hydroxymyristyl-[acyl-carrier protein]; (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]; (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
cpd:C04690	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate; 2-(Acetamidomethylene)-3-(hydroxymethyl)succinate
cpd:C04691	DAHP; 2-Dahp; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; 2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
cpd:C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala); UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
cpd:C04706	cis-2-Chlorodienelactone; cis-4-Carboxymethylene-2-chlorobut-2-en-4-olide; cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide
cpd:C04712	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate
cpd:C04713	Isopentenyl-AMP; N6-(Dimethylallyl)adenosine 5'-phosphate; N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate
cpd:C04717	13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid
cpd:C04718	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one
cpd:C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate
