node_name,node_type
alpha-Ketohydrocinnamic acid,compound
JUN,protein
MGAT5B,protein
ZFYVE20,protein
FIGF,protein
ACER2,protein
SELP,protein
NRAS,protein
RPS6KA4,protein
fm_724539,protein
ACOX2,protein
ACOX3,protein
fm_736348,protein
IRAK4,protein
IRAK1,protein
MAPK3,protein
RAF1,protein
ANAPC2,protein
GALNT11,protein
CHP2,protein
"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA",compound
,protein
INPP5D,protein
TAS2R13,protein
CRKL,protein
CTNNA1,protein
trans-4-Hydroxy-L-proline,compound
COL4A2,protein
,protein
(R)-5-Diphosphomevalonate,compound
fm_720132,protein
ARRB2,protein
ARRB1,protein
2-Amino-3-methylvaleric acid,compound
FGFR3,protein
AKT2,protein
PLA2G2D,protein
Porphyrin,compound
TNFSF13B,protein
fm_722856,protein
PRKACG,protein
PRKACB,protein
PRKX,protein
PRKACA,protein
NFATC4,protein
APH1A,protein
ITGB3,protein
,compound
ITGAV,protein
PTPRM,protein
fm_715129,protein
COX8A,protein
COX5B,protein
COX10,protein
COX2,protein
COX7B2,protein
COX7B,protein
COX4I1,protein
COX8C,protein
COX7C,protein
COX5A,protein
COX6B1,protein
COX17,protein
COX4I2,protein
COX6C,protein
COX6A1,protein
COX15,protein
COX3,protein
VWF,protein
S1PR1,protein
LDHB,protein
ITGAV,protein
Tryparedoxin disulfide,compound
fm_712207,compound
Thioguanine,compound
,compound
MAPK8IP2,protein
SYNJ2,protein
GUCY1B3,protein
Water,compound
STAT1,protein
IFNA5,protein
fm_715206,protein
ADSSL1,protein
LOC650621,protein
PLXNB3,protein
ADCY1,protein
cis-2-Chlorodienelactone,compound
PRKACB,protein
"21-Hydroxy-4-pregnene-3,20-dione",compound
MAPK1,protein
GNAS,protein
RBX1,protein
RAB11B,protein
MAPK9,protein
PIK3R3,protein
"Phosphatidylinositol-3,4,5-trisphosphate",compound
fm_729436,protein
KLRC3,protein
KLRC2,protein
CSF1,protein
CYP2C18,protein
fm_739682,protein
CCNE2,protein
MAPK11,protein
Progesterone,compound
,protein
CTSS,protein
IGF1,protein
POLR2A,protein
ITPKA,protein
DVL2,protein
N-Methylserotonin,compound
AGTR1,protein
fm_732451,protein
CBLB,protein
CBL,protein
CBLC,protein
PPP2R5A,protein
fm_726507,protein
PPP3CC,protein
PPP3CA,protein
fm_724588,protein
HAO1,protein
HAO2,protein
fm_731009,protein
PSEN1,protein
PSEN2,protein
PRKACA,protein
PPP2R5B,protein
LCK,protein
IFNA6,protein
fm_735867,protein
ACTB,protein
ACTG1,protein
GAMT,protein
fm_724584,protein
IDH2,protein
IDH1,protein
Thiamin pyrophosphate,compound
,compound
ADCY1,protein
"(8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid",compound
TLR4,protein
,compound
B3GALT4,protein
L-Glutamic acid,compound
HAGH,protein
fm_727696,protein
CTTN,protein
HCLS1,protein
AGXT2,protein
fm_727506,protein
WAS,protein
WASL,protein
SOCS3,protein
,compound
ITPR3,protein
fm_735228,protein
TNFRSF1B,protein
EGR1,protein
COX7C,protein
FCGR3A,protein
NUP35,protein
Farnesyl diphosphate,compound
PPP3CA,protein
Dephospho-CoA,compound
,protein
HLA-DRB4,protein
2&,compound
CDH5,protein
PRKACB,protein
CYBA,protein
TRAF5,protein
GANAB,protein
TAS1R3,protein
3-Hydroxypyruvic acid,compound
fm_731142,protein
GRIA3,protein
GRIA2,protein
GRIA1,protein
PLA2G12B,protein
EXTL1,protein
EPHX1,protein
POLD2,protein
SMS,protein
IFNA1,protein
"(7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-",compound
F2R,protein
fm_740319,protein
IL12A,protein
IL12B,protein
fm_721712,protein
CALML5,protein
CALM1,protein
CALML3,protein
CALML6,protein
CALM3,protein
CALM2,protein
CACNG4,protein
SHMT1,protein
CCND3,protein
PDHA1,protein
HSPA2,protein
RAP1A,protein
CD27,protein
fm_703758,protein
,protein
COMP,protein
GRIK3,protein
CLDN7,protein
5-Fluorouridine monophosphate,compound
,compound
COL3A1,protein
CREBBP,protein
Mevalonic acid,compound
RPS6KB1,protein
DFFA,protein
NDUFS2,protein
PFKL,protein
MAPK11,protein
ASNS,protein
Heme A,compound
MGAT5B,protein
PLCB2,protein
GRIN2C,protein
"N-(3-Aminopropyl)-1,4-butane-diamine",compound
PLA2G2F,protein
CXCL16,protein
TCF7L1,protein
RAC3,protein
MYH15,protein
ROCK1,protein
PTPRC,protein
ABCB11,protein
ARPC5,protein
CLDN10,protein
fm_705269,protein
TPH2,protein
TPH1,protein
PTPN11,protein
GUCA1C,protein
MSN,protein
MAP2K2,protein
fm_728598,protein
NFKBIA,protein
NFKBIB,protein
CTNNB1,protein
GNAI3,protein
MAPK9,protein
2-Pyrrolidinecarboxylic acid,compound
fm_705277,protein
CCBL1,protein
AADAT,protein
CCBL2,protein
S1PR3,protein
fm_725745,protein
WNT2B,protein
WNT8A,protein
WNT4,protein
WNT5B,protein
WNT3,protein
WNT7B,protein
WNT11,protein
WNT9A,protein
WNT16,protein
WNT3A,protein
WNT7A,protein
WNT10A,protein
WNT6,protein
WNT10B,protein
L-Glutamic acid,compound
FLT3,protein
Propenoyl-CoA,compound
RHOQ,protein
fm_702674,protein
ADCY10,protein
ADCY1,protein
ADCY6,protein
ADCY7,protein
ADCY5,protein
ADCY3,protein
ADCY9,protein
ADCY4,protein
"beta-D-Fructose 2,6-bisphosphate",compound
DOCK1,protein
WNT8B,protein
MYH4,protein
fm_733828,protein
ATP1B2,protein
ATP1A4,protein
FXYD2,protein
ATP1A2,protein
ATP1B3,protein
ATP1A1,protein
ATP1A3,protein
CACNA1B,protein
N-Acetyl-O-demethylpuromycin-5&,compound
ULK3,protein
GNAQ,protein
RAC3,protein
D-Galactose,compound
fm_710041,protein
PDHA1,protein
PDHB,protein
PDHA2,protein
GALNTL4,protein
MAPK1,protein
AKT3,protein
DMGDH,protein
ANAPC1,protein
IL10RB,protein
EFNA5,protein
ALPI,protein
CACNG3,protein
fm_722081,compound
L-Glutamic acid,compound
3-Sulfoalanine,compound
L-Aspartic acid,compound
3-Methyl-1-hydroxybutyl-ThPP,compound
CALM1,protein
CXCL3,protein
PFKL,protein
NXF1,protein
PIP5K1B,protein
1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,compound
L-Arginine,compound
INPP5J,protein
SDHA,protein
CLDN9,protein
CD86,protein
Panacelan,compound
ITGB2,protein
ATP1A1,protein
fm_726115,protein
LIMK1,protein
LIMK2,protein
WNT10B,protein
Malonyl coenzyme A,compound
FOS,protein
UGT2A1,protein
MAP2K2,protein
PRKACA,protein
(6S)-Tetrahydrofolate,compound
CACNB2,protein
L-Metanephrine,compound
Palmitoyl-CoA,compound
fm_739591,protein
HRAS,protein
NRAS,protein
ARNT2,protein
JMJD7-PLA2G4B,protein
NDUFA1,protein
,compound
5-Hydroxyindoleacetaldehyde,compound
fm_723670,protein
UBXN6,protein
NSFL1C,protein
PPP2CA,protein
AMY1B,protein
fm_719674,protein
,protein
NDUFA4L2,protein
N-Acylsphinganine,compound
CASP9,protein
CYP2A13,protein
THBS3,protein
AKT2,protein
GNRHR,protein
fm_705691,protein
GGT5,protein
GGT7,protein
SI,protein
fm_727191,protein
MPZ,protein
MPZL1,protein
PFKP,protein
fm_722991,protein
ATM,protein
LOC651610,protein
fm_735980,protein
CXCR1,protein
CXCR2,protein
CREB1,protein
HLA-DMA,protein
fm_726427,protein
MAPK13,protein
MAPK12,protein
MAPK11,protein
MAPK14,protein
APIP,protein
RNF5,protein
NOG,protein
SRC,protein
ALPP,protein
,compound
ALDH3A2,protein
beta-D-Fructose 6-phosphate,compound
Aldehyde,compound
SH2B2,protein
CCL5,protein
11-cis-Vitamin A aldehyde,compound
CALM1,protein
PPP2R2C,protein
fm_710518,protein
VNN1,protein
VNN2,protein
HKDC1,protein
HLA-E,protein
CACNA2D4,protein
CRKL,protein
ICOS,protein
GAPDH,protein
PIGC,protein
,protein
ARHGEF12,protein
GLP1R,protein
fm_714466,protein
GLS,protein
GLS2,protein
GLUL,protein
AHCYL2,protein
ADCY8,protein
fm_738493,protein
MAPK1,protein
MGLL,protein
IL10,protein
FARS2,protein
CAMK4,protein
IL22RA2,protein
fm_735466,protein
SLC25A6,protein
SLC25A31,protein
VDAC2,protein
SLC25A4,protein
VDAC3,protein
XDH,protein
fm_720588,protein
NOS2,protein
NOS1,protein
fm_726533,protein
TGFBR1,protein
TGFBR2,protein
RPS6KA5,protein
BMP4,protein
ITGB6,protein
ALDH7A1,protein
fm_726995,protein
LAMC1,protein
LAMB3,protein
LAMC3,protein
LAMA2,protein
LAMA4,protein
LAMA1,protein
LAMB1,protein
LAMB4,protein
LAMA5,protein
PLCB1,protein
"7,8-Dihydrofolic acid",compound
PGM1,protein
PRKACA,protein
,compound
Biotin,compound
KCNJ1,protein
SLC27A1,protein
ADRA1D,protein
GMDS,protein
ITGAL,protein
(S)-3-Hydroxydodecanoyl-CoA,compound
NEUROD1,protein
CDC42,protein
IFNA2,protein
3-Acetoacetyl-CoA,compound
fm_732456,protein
IRS4,protein
IRS1,protein
,protein
fm_700240,protein
SUCLA2,protein
SUCLG1,protein
SUCLG2,protein
ODC1,protein
FADD,protein
ADCY4,protein
SIKE1,protein
HK3,protein
,protein
LOC100506332,protein
NUP214,protein
fm_725851,protein
CREBBP,protein
EP300,protein
CACNG7,protein
3-Methoxy-4-hydroxyphenylacetaldehyde,compound
CDC16,protein
LYN,protein
STAT2,protein
PRKCG,protein
NDUFB6,protein
WNT5A,protein
,compound
CXCR1,protein
JAK1,protein
Lauroyl-CoA,compound
ATP6,protein
ACAT2,protein
ACOX1,protein
CLDN14,protein
CPSF3,protein
LAMA1,protein
fm_730552,protein
HLA-DQA1,protein
HLA-DRB5,protein
HLA-DMB,protein
HLA-DMA,protein
HLA-DPA1,protein
HLA-DRA,protein
HLA-DRB4,protein
HLA-DPB1,protein
HLA-DOA,protein
HLA-DQB1,protein
HLA-DRB1,protein
fm_738897,protein
EP300,protein
CACNA1D,protein
JAK1,protein
MAPK9,protein
Adenosine,compound
PTGER1,protein
fm_714542,protein
SRM,protein
SMS,protein
fm_702740,protein
NME3,protein
NME7,protein
NME6,protein
NME1-NME2,protein
NME4,protein
NME5,protein
NME1,protein
UGT1A7,protein
fm_736137,protein
ARPC1B,protein
ARPC5L,protein
ARPC5,protein
ARPC1A,protein
ARPC2,protein
fm_737678,protein
SOS1,protein
SOS2,protein
CNOT6L,protein
CCND2,protein
IRAK1,protein
CD6,protein
ADCY9,protein
CSNK1A1L,protein
TGFB3,protein
PTPN6,protein
GRIA4,protein
MTOR,protein
GGPS1,protein
TUBA3C,protein
GNAO1,protein
AGMAT,protein
PLCG2,protein
NCBP1,protein
EIF1,protein
UGT8,protein
,protein
PPP3CC,protein
fm_707749,protein
PIP4K2A,protein
PIP4K2B,protein
IL1A,protein
SOS1,protein
,compound
CNDP1,protein
20-HETE,compound
ECHS1,protein
PRKAG2,protein
fm_710788,protein
UGT1A9,protein
UGT2B4,protein
UGT2B7,protein
UGT1A8,protein
UGT1A10,protein
UGT2A2,protein
UGT1A7,protein
UGT1A4,protein
UGT2B17,protein
UGT2B28,protein
UGT1A3,protein
UGT2A3,protein
UGT1A6,protein
UGT1A5,protein
D-Xylonolactone,compound
fm_719905,protein
PRKX,protein
PRKACB,protein
PRKACG,protein
POLR2K,protein
HIBCH,protein
SMAD2,protein
IFNA13,protein
,compound
HLA-DRB3,protein
2-n-Propyl-3-hydroxypentanoic acid,compound
ITGA11,protein
fm_722225,protein
NPFFR2,protein
NPFFR1,protein
KPNB1,protein
EGFR,protein
FLT3,protein
fm_738733,protein
SHC2,protein
SHC1,protein
SHC3,protein
SHC4,protein
NAGS,protein
PIK3R5,protein
5-Aminopentanal,compound
Xanthine,compound
CYP27A1,protein
TNNC1,protein
TK1,protein
DUSP8,protein
Asparaginyl-tRNA(Asn),compound
DBH,protein
GCNT3,protein
MAN1B1,protein
GSTT2,protein
ALDH2,protein
fm_701419,protein
ALDH1B1,protein
ALDH3A2,protein
ALDH7A1,protein
ALDH2,protein
POLE,protein
IL18,protein
MOS,protein
fm_724044,protein
VPS4A,protein
VPS4B,protein
O-1-Alkyl-2-acyl-sn-glycero-3-phosphoethanolamine,compound
MAD2L1,protein
Hexadecanoyl-[acyl-carrier protein],compound
fm_736619,protein
SDC1,protein
SDC2,protein
SDC3,protein
SDC4,protein
fm_729640,protein
CHP,protein
PPP3R1,protein
PPP3CA,protein
PPP3R2,protein
PPP3CB,protein
CHP2,protein
ATP6V1H,protein
,compound
REV3L,protein
ITGA5,protein
CAT,protein
SOCS2,protein
GNMT,protein
Diphosphatidylglycerol,compound
MAPK8,protein
fm_715240,protein
CTPS2,protein
CTPS,protein
TAB2,protein
GABARAPL2,protein
Dihydroxy-L-phenylalanine,compound
CYP4F2,protein
PPCDC,protein
fm_708976,protein
B4GALT3,protein
B4GALT4,protein
ACP2,protein
fm_708458,protein
PTGS2,protein
fm_713539,protein
,protein
,protein
,protein
NRXN3,protein
2&,compound
UGT1A5,protein
24-Methylenecholesterol,compound
PIK3R2,protein
POLR1D,protein
GAA,protein
PAPSS2,protein
CYP2E1,protein
UGT2B7,protein
LTB,protein
IL12A,protein
NDUFA13,protein
,compound
NOS2,protein
L-Palmitoylcarnitine,compound
RELA,protein
TAS2R50,protein
CSNK1D,protein
fm_728407,protein
MAPK11,protein
MAPK12,protein
MAPK14,protein
MAPK13,protein
"(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate",compound
fm_720458,protein
AKT1,protein
AKT3,protein
AKT2,protein
A4GALT,protein
PIAS2,protein
fm_730161,protein
RAC1,protein
L-Homocysteine,compound
SPHK1,protein
GNAQ,protein
MAPK10,protein
3-Iodo-L-tyrosine,compound
POLR2F,protein
RDH12,protein
fm_703259,protein
TXNRD1,protein
TXNRD2,protein
TXNRD3,protein
fm_703247,protein
UPP2,protein
UPP1,protein
IKBKG,protein
,protein
GUCY2F,protein
fm_725800,protein
SHH,protein
DHH,protein
IHH,protein
fm_711392,protein
CA6,protein
CA3,protein
CA5A,protein
CA9,protein
CA2,protein
CA14,protein
CA12,protein
CA4,protein
CA13,protein
Fumarate,compound
MAN1C1,protein
QARS,protein
fm_714198,protein
,protein
,compound
,complex
TLR2,protein
TLR6,protein
,protein
POLG2,protein
AKT2,protein
PAK3,protein
,protein
fm_708462,protein
PLA2G4E,protein
PLA2G3,protein
JMJD7-PLA2G4B,protein
PLA2G6,protein
PLA2G4A,protein
PLA2G2D,protein
PLA2G10,protein
PLA2G2F,protein
PLA2G2E,protein
PLA2G1B,protein
PLA2G4B,protein
PLA2G12A,protein
PLA2G2A,protein
ALG12,protein
PPP2CA,protein
NFKB1,protein
RAC1,protein
7alpha-Hydroxycholesterol,compound
Dehydrated ethanol,compound
fm_712198,compound
pyrimidinyl)-carbamic acid pentyl ester,compound
,compound
But-2-enoyl-[acyl-carrier protein],compound
RAP1B,protein
EGLN2,protein
PDHB,protein
PTK2,protein
IL10,protein
fm_725114,protein
CYP4A22,protein
CYP4A11,protein
GADD45B,protein
PIK3R2,protein
3-Methoxy-4-hydroxyphenylethyleneglycol,compound
fm_708419,protein
POLE,protein
fm_723562,protein
UBE2G1,protein
UBE2G2,protein
SPDYA,protein
IRAK1,protein
,compound
CHP2,protein
fm_704857,protein
ALDH3A1,protein
ALDH3B2,protein
ALDH1A3,protein
ALDH3B1,protein
LY96,protein
VIPR1,protein
MAPK1,protein
3-Oxooctanoyl-[acp],compound
Calcifediol anhydrous,compound
IFNA2,protein
APC,protein
PMM2,protein
fm_721559,protein
AKT1,protein
AKT3,protein
AKT2,protein
CXCR4,protein
PRKCQ,protein
,compound
KMO,protein
,compound
alpha-D-Galactopyranose 1-phosphate,compound
fm_709866,protein
LDHC,protein
LDHAL6A,protein
LDHA,protein
LDHAL6B,protein
fm_729863,protein
RAC2,protein
RAC1,protein
RAC3,protein
IDI2,protein
PDHA2,protein
UQCRB,protein
NLK,protein
IDS,protein
PABPC1,protein
EIF4A3,protein
PDHA1,protein
fm_725858,protein
E2F4,protein
E2F5,protein
MAP2K1,protein
RPS6,protein
PLCG1,protein
fm_715051,protein
FBP1,protein
FBP2,protein
,compound
PAFAH1B1,protein
FGF18,protein
CCL22,protein
CASP8,protein
PIK3CA,protein
PLA2G10,protein
ADRB1,protein
fm_726047,protein
ROCK1,protein
PLCD4,protein
UAP1,protein
"Phosphatidylinositol-3,4,5-trisphosphate",compound
fm_722027,protein
P2RX2,protein
P2RX6,protein
P2RX3,protein
P2RX7,protein
P2RX1,protein
P2RX5,protein
AMY1A,protein
HLA-DPB1,protein
RBM8A,protein
MAN1B1,protein
Inosine,compound
RAET1L,protein
ACTG1,protein
Fumarate,compound
fm_721439,protein
PLCB4,protein
PLCB3,protein
PLCB1,protein
fm_704307,protein
EHHADH,protein
HADHA,protein
4-Ketocyclophosphamide,compound
ST6GAL2,protein
N-Formylmethionyl-tRNA,compound
BST1,protein
ADORA3,protein
E2F2,protein
PIK3R5,protein
PI4KA,protein
L-Cysteine,compound
HADHA,protein
PIK3CD,protein
NEUROG3,protein
IFNA16,protein
,protein
FCER1G,protein
AGPAT1,protein
RAC1,protein
Thiamine triphosphate,compound
PRKX,protein
UGT2A3,protein
PYCR2,protein
FGF2,protein
ASAP2,protein
EARS2,protein
RB1,protein
fm_726665,protein
FLNB,protein
FLNC,protein
FLNA,protein
Lauroyl-CoA,compound
,compound
RALA,protein
fm_707432,protein
CSGALNACT2,protein
CSGALNACT1,protein
LAMB4,protein
CDC42,protein
Calcium,compound
3-Dehydro-L-gulonate,compound
ZAK,protein
,protein
MCCC1,protein
,compound
LAMC1,protein
PLCB2,protein
CCL16,protein
fm_703265,protein
PRIM1,protein
POLE4,protein
POLA1,protein
PRIM2,protein
POLE,protein
POLA2,protein
POLE2,protein
POLD1,protein
PIK3CA,protein
GNA13,protein
POLR2I,protein
PLCD1,protein
EDC4,protein
CLDN20,protein
ESPL1,protein
,compound
fm_739283,protein
MAPK3,protein
MAPK1,protein
VAV2,protein
TRAF1,protein
UGT2A2,protein
DCP2,protein
,complex
NCF2,protein
NCF4,protein
ITGB2,protein
CYBA,protein
ITGAM,protein
PDX1,protein
ALDH1A3,protein
,compound
TRPV1,protein
PGA4,protein
BAX,protein
MAP3K14,protein
Cerebroside,compound
fm_727444,protein
CTNNA2,protein
CTNNA3,protein
CALML6,protein
WEE1,protein
MAPK14,protein
ALDH3B1,protein
GSTA1,protein
Bilineurine,compound
WNT6,protein
CRK,protein
fm_704911,protein
AOC2,protein
AOC3,protein
LAMA2,protein
HK3,protein
GLUD2,protein
fm_738339,protein
EGLN2,protein
EGLN3,protein
CXCL10,protein
fm_732650,protein
PRKACA,protein
PRKACB,protein
PRKACG,protein
PRKX,protein
ALPL,protein
Diglyceride,compound
"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene",compound
B3GALT5,protein
fm_711542,protein
LARS2,protein
LARS,protein
CACNB1,protein
2&,compound
"5,6-EET",compound
CHP,protein
ALPPL2,protein
alpha-D-Galactopyranose 1-phosphate,compound
B3GAT2,protein
3-Dehydrosphinganine,compound
Tetradecanoyl-[acp],compound
SDHA,protein
BRS3,protein
HLA-B,protein
MAP3K3,protein
EHHADH,protein
TGFA,protein
BAAT,protein
GRHPR,protein
MAPK1,protein
TNN,protein
MAPK10,protein
GGT6,protein
KIT,protein
Triacylglycerol,compound
SCTR,protein
IL22,protein
EPT1,protein
CNGA3,protein
GSTT1,protein
SETD1A,protein
SLC25A5,protein
CXCL3,protein
GALNT5,protein
CCL4L1,protein
ACOX3,protein
IFNA13,protein
WNT3A,protein
7alpha-Hydroxypregnenolone,compound
fm_737427,protein
PIK3CB,protein
PIK3R5,protein
PIK3CG,protein
PIK3R1,protein
PIK3CA,protein
PIK3R2,protein
PIK3R3,protein
CDH4,protein
ITGA10,protein
fm_715312,protein
MBOAT2,protein
AGPAT4,protein
MBOAT1,protein
AGPAT2,protein
LCLAT1,protein
DNM3,protein
"5beta-Androstane-3,17-dione",compound
CACNA1C,protein
fm_714993,protein
BDH2,protein
BDH1,protein
CYP7B1,protein
,compound
MAPK13,protein
PSEN2,protein
VEGFA,protein
UGT1A6,protein
ALDH1L1,protein
Crotonoyl-CoA,compound
IFNA16,protein
TUBA8,protein
GPD1,protein
POLR2J2,protein
ST3GAL3,protein
SHC4,protein
MAP2K4,protein
PFN4,protein
fm_735149,protein
SLC25A4,protein
SLC25A6,protein
VDAC3,protein
SLC25A5,protein
VDAC2,protein
,protein
CD80,protein
INPP4A,protein
PPP3R1,protein
ST6GAL2,protein
ARHGAP5,protein
CXXC4,protein
WNT1,protein
GNAQ,protein
COX7A1,protein
UGT2B11,protein
LAMB2,protein
EGFR,protein
CHUK,protein
COX6B2,protein
CKMT1A,protein
BDH1,protein
fm_739829,protein
PRKCA,protein
PRKCG,protein
PRKCB,protein
,compound
CBL,protein
NUP153,protein
ADH1A,protein
,protein
MDM2,protein
fm_727650,protein
CLDN4,protein
CLDN1,protein
CLDN20,protein
CLDN15,protein
CLDN9,protein
CLDN3,protein
CLDN23,protein
CLDN5,protein
CLDN10,protein
CLDN14,protein
CLDN8,protein
CLDN19,protein
CLDN11,protein
CLDN6,protein
CLDN16,protein
CLDN18,protein
RAP1A,protein
CLTC,protein
,protein
WNT1,protein
SRD5A3,protein
TGFB1,protein
ITGA7,protein
FGF16,protein
,compound
TSC2,protein
TUBB1,protein
PLA2G4A,protein
CTNNA3,protein
ATP5J,protein
ITGA1,protein
CALML5,protein
,compound
fm_727684,protein
EPB41L2,protein
EPB41L3,protein
EPB41,protein
SHC4,protein
,protein
fm_722764,protein
MAD2L1,protein
MAD2L2,protein
D-3-Hydroxyhexanoyl-[acp],compound
fm_727741,protein
PRKCZ,protein
PRKCI,protein
PRKCH,protein
CDH1,protein
FH,protein
RPN2,protein
Dihydrouracile,compound
Thymidine monophosphate,compound
3(3-sn-Phosphatidyl)-sn-glycerol 1-phosphate,compound
BID,protein
Protein L-serine,compound
COL5A3,protein
NFKBIA,protein
PRSS2,protein
CYP4A22,protein
NDUFA3,protein
ACTN1,protein
DHX58,protein
FADD,protein
fm_712683,protein
,protein
,protein
TRAF3,protein
HRH2,protein
ALDOB,protein
ADRBK1,protein
IDUA,protein
N-Carbamoyl-L-aspartate,compound
CTBP2,protein
IL2,protein
CYP2A7,protein
IRF3,protein
"(6R)-5,10-Methylenetetrahydrofolate",compound
fm_736734,protein
NFKBIA,protein
NFKBIB,protein
fm_725415,protein
BTRC,protein
FBXW11,protein
,compound
IFNA7,protein
fm_722201,protein
ADORA2B,protein
ADORA2A,protein
MAP2K1,protein
fm_700023,protein
ADH6,protein
ADH1C,protein
ADH4,protein
ADH1A,protein
AMPD2,protein
PRKCB,protein
IKBKB,protein
RB1,protein
SIP1,protein
fm_724638,protein
EIF4E,protein
EIF4E1B,protein
MAT2B,protein
fm_737372,protein
PIAS2,protein
PIAS4,protein
PIAS1,protein
PIAS3,protein
UROD,protein
Biocytin,compound
TYRP1,protein
G6PC,protein
GNA13,protein
PLCB4,protein
ETNK1,protein
PAPSS1,protein
"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate",compound
CYP3A7,protein
fm_701078,protein
ACACB,protein
ACACA,protein
GRB2,protein
CS,protein
DOCK2,protein
3-Oxopropanoate,compound
Acetylcholine,compound
ELMO1,protein
fm_722287,protein
CCKAR,protein
CCKBR,protein
NFKB1,protein
fm_723138,protein
SKP2,protein
FBXW7,protein
FBXO2,protein
FBXO4,protein
PLA2G2E,protein
CXCR5,protein
PPP1R12A,protein
Peroxynitrite,compound
"(5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid",compound
AKT2,protein
ACSBG2,protein
AKR1A1,protein
RASA1,protein
MAPKAPK5,protein
PYGL,protein
Palmitoyl-CoA,compound
ERN1,protein
fm_702850,protein
ENPP1,protein
AQP7,protein
PRKCA,protein
ACSM3,protein
1-Phosphatidyl-1D-myo-inositol 3-phosphate,compound
TALDO1,protein
ARAF,protein
PLXNC1,protein
ADH6,protein
CALM3,protein
fm_714008,protein
,protein
,protein
,protein
,protein
3-Oxodecanoyl-CoA,compound
fm_726714,protein
PIK3R1,protein
PIK3CA,protein
PIK3R2,protein
PIK3CB,protein
PIK3R3,protein
PIK3CD,protein
PIK3CG,protein
NPLOC4,protein
CLTB,protein
NGF,protein
,compound
DLG1,protein
PIAS4,protein
FOS,protein
POLR1C,protein
fm_707436,protein
B3GAT3,protein
B3GAT2,protein
B3GAT1,protein
LTD4,compound
fm_738522,protein
CDC42,protein
RAC2,protein
RAC3,protein
3-Oxotetradecanoyl-[acyl-carrier protein],compound
fm_729404,protein
SHC1,protein
SHC3,protein
SHC4,protein
Arachidonate,compound
(9-D-Ribosylxanthine)-5&,compound
CDKN1A,protein
fm_708803,protein
SPHK2,protein
fm_703819,protein
GOT2,protein
GOT1,protein
IFNA21,protein
GSS,protein
TNFRSF13B,protein
SOS1,protein
MAPK3,protein
IDO1,protein
all-trans-Vitamin A aldehyde,compound
L-Cysteine,compound
MAP2K2,protein
EXOSC8,protein
SMC1B,protein
HSPA1A,protein
CD58,protein
Diglyceride,compound
fm_700054,protein
BPGM,protein
PGAM2,protein
PGAM1,protein
UGT2B28,protein
POLR2C,protein
fm_703960,protein
PCCB,protein
PCCA,protein
POLR2K,protein
POLR3H,protein
CHSY3,protein
FGFR2,protein
CDC27,protein
fm_720448,protein
PIK3R2,protein
PIK3CG,protein
PIK3CA,protein
PIK3R5,protein
